cacheSize,blockSize,associativity,writeBack,writeAllocate,missRate,totalCycles
32768,16,4,1,0,0.247465,663568
32768,16,4,0,1,0.225432,950189
32768,16,4,0,0,0.247465,965432
32768,16,8,1,1,0.216499,649659
32768,16,8,1,0,0.236132,640068
32768,16,8,0,1,0.216499,938011
32768,16,8,0,0,0.236132,951268
32768,16,16,1,1,0.211198,638428
32768,16,16,1,0,0.230157,628410
32768,16,16,0,1,0.211198,931036
32768,16,16,0,0,0.230157,943978
32768,16,32,1,1,0.209586,635027
32768,16,32,1,0,0.22854,625298
32768,16,32,0,1,0.209586,928787
32768,16,32,0,0,0.22854,941898
32768,32,1,1,1,0.256897,740974
32768,32,1,1,0,0.282033,742959
32768,32,1,0,1,0.256897,1001534
32768,32,1,0,0,0.282033,1020647
32768,32,2,1,1,0.243381,711702
32768,32,2,1,0,0.266531,712765
32768,32,2,0,1,0.243381,983574
32768,32,2,0,0,0.266531,1000765
32768,32,4,1,1,0.237848,696925
32768,32,4,1,0,0.257099,692559
32768,32,4,0,1,0.237848,977205
32768,32,4,0,0,0.257099,992031
32768,32,8,1,1,0.236193,691702
32768,32,8,1,0,0.254244,684559
32768,32,8,0,1,0.236193,974990
32768,32,8,0,0,0.254244,988871
32768,32,16,1,1,0.234456,686810
32768,32,16,1,0,0.251166,676955
32768,32,16,0,1,0.234456,972850
32768,32,16,0,0,0.251166,985755
32768,32,32,1,1,0.234112,685210
32768,32,32,1,0,0.249434,673238
32768,32,32,0,1,0.234112,972962
32768,32,32,0,0,0.249434,984342
32768,64,1,1,1,0.206706,653945
32768,64,1,1,0,0.232302,667815
32768,64,1,0,1,0.206706,930801
32768,64,1,0,0,0.232302,946263
32768,64,2,1,1,0.200236,638754
32768,64,2,1,0,0.222457,648249
32768,64,2,0,1,0.200236,923514
32768,64,2,0,0,0.222457,937193
32768,64,4,1,1,0.199496,634574
32768,64,4,1,0,0.218799,639404
32768,64,4,0,1,0.199496,924478
32768,64,4,0,0,0.218799,936812
32768,64,8,1,1,0.200455,635327
32768,64,8,1,0,0.219809,640377
32768,64,8,0,1,0.200455,926215
32768,64,8,0,0,0.219809,938505
32768,64,16,1,1,0.200923,635506
32768,64,16,1,0,0.219822,639846
32768,64,16,0,1,0.200923,927330
32768,64,16,0,0,0.219822,939422
32768,64,32,1,1,0.201719,637249
32768,64,32,1,0,0.220278,640876
32768,64,32,0,1,0.201719,928553
32768,64,32,0,0,0.220278,940404
32768,128,1,1,1,0.179931,605909
32768,128,1,1,0,0.206499,626945
32768,128,1,0,1,0.179931,893045
32768,128,1,0,0,0.206499,905929
32768,128,2,1,1,0.175585,595272
32768,128,2,1,0,0.197454,608161
32768,128,2,0,1,0.175585,888888
32768,128,2,0,0,0.197454,899273
32768,128,4,1,1,0.173981,590173
32768,128,4,1,0,0.193615,599294
32768,128,4,0,1,0.173981,887741
32768,128,4,0,0,0.193615,897134
32768,128,8,1,1,0.173904,589983
32768,128,8,1,0,0.193748,599479
32768,128,8,0,1,0.173904,887663
32768,128,8,0,0,0.193748,897119
32768,128,16,1,1,0.173711,589468
32768,128,16,1,0,0.193499,598969
32768,128,16,0,1,0.173711,887396
32768,128,16,0,0,0.193499,896857
32768,128,32,1,1,0.173638,589173
32768,128,32,1,0,0.193078,597963
32768,128,32,0,1,0.173638,887421
32768,128,32,0,0,0.193078,896723
32768,256,1,1,1,0.159416,557753
32768,256,1,1,0,0.19245,599781
32768,256,1,0,1,0.159416,869969
32768,256,1,0,0,0.19245,880621
32768,256,2,1,1,0.152736,543139
32768,256,2,1,0,0.180486,576268
32768,256,2,0,1,0.152736,862451
32768,256,2,0,0,0.180486,870740
32768,256,4,1,1,0.150191,536443
32768,256,4,1,0,0.176075,566494
32768,256,4,0,1,0.150191,859507
32768,256,4,0,0,0.176075,866974
32768,256,8,1,1,0.149615,535513
32768,256,8,1,0,0.175284,565230
32768,256,8,0,1,0.149615,858697
32768,256,8,0,0,0.175284,866174
32768,256,16,1,1,0.149159,534779
32768,256,16,1,0,0.174777,564388
32768,256,16,0,1,0.149159,858067
32768,256,16,0,0,0.174777,865436
32768,256,32,1,1,0.149137,534776
32768,256,32,1,0,0.174764,564279
32768,256,32,0,1,0.149137,858032
32768,256,32,0,0,0.174764,865359
32768,512,1,1,1,0.151734,538044
32768,512,1,1,0,0.191208,595494
32768,512,1,0,1,0.151734,860628
32768,512,1,0,0,0.191208,871542
32768,512,2,1,1,0.141958,516862
32768,512,2,1,0,0.174231,562819
32768,512,2,0,1,0.141958,849558
32768,512,2,0,0,0.174231,857371
32768,512,4,1,1,0.139086,509434
32768,512,4,1,0,0.169124,551799
32768,512,4,0,1,0.139086,846442
32768,512,4,0,0,0.169124,853247
32768,512,8,1,1,0.138777,508730
32768,512,8,1,0,0.168328,550240
32768,512,8,0,1,0.138777,846114
32768,512,8,0,0,0.168328,852680
32768,512,16,1,1,0.138596,508172
32768,512,16,1,0,0.168152,549713
32768,512,16,0,1,0.138596,845788
32768,512,16,0,0,0.168152,852457
32768,512,32,1,1,0.138076,507549
32768,512,32,1,0,0.16761,548967
32768,512,32,0,1,0.138076,844805
32768,512,32,0,0,0.16761,851551
32768,1024,1,1,1,0.153505,538888
32768,1024,1,1,0,0.200304,610434
32768,1024,1,0,1,0.153505,862232
32768,1024,1,0,0,0.200304,875234
32768,1024,2,1,1,0.138635,507283
32768,1024,2,1,0,0.175245,562975
32768,1024,2,0,1,0.138635,844963
32768,1024,2,0,0,0.175245,853551
32768,1024,4,1,1,0.135497,499389
32768,1024,4,1,0,0.169605,551031
32768,1024,4,0,1,0.135497,841373
32768,1024,4,0,0,0.169605,849039
32768,1024,8,1,1,0.135613,499762
32768,1024,8,1,0,0.169872,551593
32768,1024,8,0,1,0.135613,841378
32768,1024,8,0,0,0.169872,849137
32768,1024,16,1,1,0.135806,500085
32768,1024,16,1,0,0.169949,551719
32768,1024,16,0,1,0.135806,841709
32768,1024,16,0,0,0.169949,849415
32768,1024,32,1,1,0.135991,500234
32768,1024,32,1,0,0.170056,551758
32768,1024,32,0,1,0.135991,842074
32768,1024,32,0,0,0.170056,849798
32768,2048,1,1,1,0.141846,515136
32768,2048,1,1,0,0.192274,593662
32768,2048,1,0,1,0.141846,842744
32768,2048,1,0,0,0.192274,856918
32768,2048,2,1,1,0.116056,464535
32768,2048,2,1,0,0.153664,523587
32768,2048,2,0,1,0.116056,809799
32768,2048,2,0,0,0.153664,818059
32768,2048,4,1,1,0.10996,450545
32768,2048,4,1,0,0.142951,502135
32768,2048,4,0,1,0.10996,802801
32768,2048,4,0,0,0.142951,809287
32768,2048,8,1,1,0.109264,449755
32768,2048,8,1,0,0.142272,501357
32768,2048,8,0,1,0.109264,801651
32768,2048,8,0,0,0.142272,808165
32768,2048,16,1,1,0.10901,449190
32768,2048,16,1,0,0.141734,500338
32768,2048,16,0,1,0.10901,801406
32768,2048,16,0,0,0.141734,807754
32768,4096,1,1,1,0.141356,513506
32768,4096,1,1,0,0.193052,593681
32768,4096,1,0,1,0.141356,841490
32768,4096,1,0,0,0.193052,856729
32768,4096,2,1,1,0.107927,449626
32768,4096,2,1,0,0.147117,512006
32768,4096,2,0,1,0.107927,796818
32768,4096,2,0,0,0.147117,805358
32768,4096,4,1,1,0.0957865,426994
32768,4096,4,1,0,0.131834,484385
32768,4096,4,0,1,0.0957865,779082
32768,4096,4,0,0,0.131834,786393
32768,4096,8,1,1,0.094269,424851
32768,4096,8,1,0,0.130755,482916
32768,4096,8,0,1,0.094269,776339
32768,4096,8,0,0,0.130755,783812
65536,1,1,1,1,0.259085,723009
65536,1,1,1,0,0.286066,727269
65536,1,1,0,1,0.259085,1000425
65536,1,1,0,0,0.286066,1005197
65536,1,2,1,1,0.238802,665967
65536,1,2,1,0,0.270817,693464
65536,1,2,0,1,0.238802,984079
65536,1,2,0,0,0.270817,985952
65536,1,4,1,1,0.239172,674833
65536,1,4,1,0,0.266436,685971
65536,1,4,0,1,0.239172,980993
65536,1,4,0,0,0.266436,978563
65536,1,8,1,1,0.239348,676368
65536,1,8,1,0,0.264897,682361
65536,1,8,0,1,0.239348,980912
65536,1,8,0,0,0.264897,976633
65536,1,16,1,1,0.240535,679700
65536,1,16,1,0,0.265615,683882
65536,1,16,0,1,0.240535,982156
65536,1,16,0,0,0.265615,978938
65536,1,32,1,1,0.240345,679560
65536,1,32,1,0,0.26804,687854
65536,1,32,0,1,0.240345,981984
65536,1,32,0,0,0.26804,982446
65536,2,1,1,1,0.259085,723009
65536,2,1,1,0,0.286066,727269
65536,2,1,0,1,0.259085,1000425
65536,2,1,0,0,0.286066,1005197
65536,2,2,1,1,0.238802,665967
65536,2,2,1,0,0.270817,693464
65536,2,2,0,1,0.238802,984079
65536,2,2,0,0,0.270817,985952
65536,2,4,1,1,0.239172,674833
65536,2,4,1,0,0.266436,685971
65536,2,4,0,1,0.239172,980993
65536,2,4,0,0,0.266436,978563
65536,2,8,1,1,0.239348,676368
65536,2,8,1,0,0.264897,682361
65536,2,8,0,1,0.239348,980912
65536,2,8,0,0,0.264897,976633
65536,2,16,1,1,0.240535,679700
65536,2,16,1,0,0.265615,683882
65536,2,16,0,1,0.240535,982156
65536,2,16,0,0,0.265615,978938
65536,2,32,1,1,0.240345,679560
65536,2,32,1,0,0.26804,687854
65536,2,32,0,1,0.240345,981984
65536,2,32,0,0,0.26804,982446
65536,4,1,1,1,0.259085,723009
65536,4,1,1,0,0.286066,727269
65536,4,1,0,1,0.259085,1000425
65536,4,1,0,0,0.286066,1005197
65536,4,2,1,1,0.238802,665967
65536,4,2,1,0,0.270817,693464
65536,4,2,0,1,0.238802,984079
65536,4,2,0,0,0.270817,985952
65536,4,4,1,1,0.239172,674833
65536,4,4,1,0,0.266436,685971
65536,4,4,0,1,0.239172,980993
65536,4,4,0,0,0.266436,978563
65536,4,8,1,1,0.239348,676368
65536,4,8,1,0,0.264897,682361
65536,4,8,0,1,0.239348,980912
65536,4,8,0,0,0.264897,976633
65536,4,16,1,1,0.240535,679700
65536,4,16,1,0,0.265615,683882
65536,4,16,0,1,0.240535,982156
65536,4,16,0,0,0.265615,978938
65536,4,32,1,1,0.240345,679560
65536,4,32,1,0,0.26804,687854
65536,4,32,0,1,0.240345,981984
65536,4,32,0,0,0.26804,982446
65536,8,1,1,1,0.259085,723009
65536,8,1,1,0,0.286066,727269
65536,8,1,0,1,0.259085,1000425
65536,8,1,0,0,0.286066,1005197
65536,8,2,1,1,0.238802,665967
65536,8,2,1,0,0.270817,693464
65536,8,2,0,1,0.238802,984079
65536,8,2,0,0,0.270817,985952
65536,8,4,1,1,0.239172,674833
65536,8,4,1,0,0.266436,685971
65536,8,4,0,1,0.239172,980993
65536,8,4,0,0,0.266436,978563
65536,8,8,1,1,0.239348,676368
65536,8,8,1,0,0.264897,682361
65536,8,8,0,1,0.239348,980912
65536,8,8,0,0,0.264897,976633
65536,8,16,1,1,0.240535,679700
65536,8,16,1,0,0.265615,683882
65536,8,16,0,1,0.240535,982156
65536,8,16,0,0,0.265615,978938
65536,8,32,1,1,0.240345,679560
65536,8,32,1,0,0.26804,687854
65536,8,32,0,1,0.240345,981984
65536,8,32,0,0,0.26804,982446
65536,16,1,1,1,0.220398,659984
65536,16,1,1,0,0.238755,655626
65536,16,1,0,1,0.220398,943760
65536,16,1,0,0,0.238755,957882
65536,16,2,1,1,0.207875,629313
65536,16,2,1,0,0.222492,618777
65536,16,2,0,1,0.207875,927369
65536,16,2,0,0,0.222492,937913
65536,16,4,1,1,0.200077,615895
65536,16,4,1,0,0.217819,610936
65536,16,4,0,1,0.200077,917727
65536,16,4,0,0,0.217819,929504
65536,16,8,1,1,0.196607,608334
65536,16,8,1,0,0.214139,604624
65536,16,8,0,1,0.196607,913558
65536,16,8,0,0,0.214139,925312
65536,16,16,1,1,0.196728,608530
65536,16,16,1,0,0.214001,604360
65536,16,16,0,1,0.196728,913610
65536,16,16,0,0,0.214001,925208
65536,16,32,1,1,0.196826,608947
65536,16,32,1,0,0.214053,604548
65536,16,32,0,1,0.196826,913715
65536,16,32,0,0,0.214053,925252
65536,32,1,1,1,0.221791,666836
65536,32,1,1,0,0.239812,664084
65536,32,1,0,1,0.221791,956044
65536,32,1,0,0,0.239812,970116
65536,32,2,1,1,0.210141,638498
65536,32,2,1,0,0.223205,628115
65536,32,2,0,1,0.210141,940402
65536,32,2,0,0,0.223205,951763
65536,32,4,1,1,0.194767,606394
65536,32,4,1,0,0.207307,599261
65536,32,4,0,1,0.194767,920762
65536,32,4,0,0,0.207307,930557
65536,32,8,1,1,0.189024,594194
65536,32,8,1,0,0.200704,587053
65536,32,8,0,1,0.189024,912346
65536,32,8,0,0,0.200704,921965
65536,32,16,1,1,0.186977,590262
65536,32,16,1,0,0.198194,582501
65536,32,16,0,1,0.186977,909278
65536,32,16,0,0,0.198194,918749
65536,32,32,1,1,0.186569,589533
65536,32,32,1,0,0.197772,581711
65536,32,32,0,1,0.186569,908605
65536,32,32,0,0,0.197772,918143
65536,64,1,1,1,0.176054,588683
65536,64,1,1,0,0.193396,594201
65536,64,1,0,1,0.176054,890827
65536,64,1,0,0,0.193396,902425
65536,64,2,1,1,0.168216,568050
65536,64,2,1,0,0.180516,565829
65536,64,2,0,1,0.168216,880914
65536,64,2,0,0,0.180516,890261
65536,64,4,1,1,0.157985,546022
65536,64,4,1,0,0.167842,542233
65536,64,4,0,1,0.157985,866806
65536,64,4,0,0,0.167842,874841
65536,64,8,1,1,0.153888,537479
65536,64,8,1,0,0.162219,530757
65536,64,8,0,1,0.153888,860815
65536,64,8,0,0,0.162219,868285
65536,64,16,1,1,0.150255,530660
65536,64,16,1,0,0.158118,523263
65536,64,16,0,1,0.150255,855316
65536,64,16,0,0,0.158118,862735
65536,64,32,1,1,0.14814,526744
65536,64,32,1,0,0.155384,518387
65536,64,32,0,1,0.14814,852096
65536,64,32,0,0,0.155384,859235
65536,128,1,1,1,0.154597,551634
65536,128,1,1,0,0.17255,563330
65536,128,1,0,1,0.154597,859738
65536,128,1,0,0,0.17255,869674
65536,128,2,1,1,0.149511,537505
65536,128,2,1,0,0.16209,540379
65536,128,2,0,1,0.149511,854369
65536,128,2,0,0,0.16209,861891
65536,128,4,1,1,0.147805,532134
65536,128,4,1,0,0.158105,530834
65536,128,4,0,1,0.147805,852782
65536,128,4,0,0,0.158105,858738
65536,128,8,1,1,0.147831,530920
65536,128,8,1,0,0.157155,528095
65536,128,8,0,1,0.147831,853280
65536,128,8,0,0,0.157155,859007
65536,128,16,1,1,0.149008,532542
65536,128,16,1,0,0.157985,529286
65536,128,16,0,1,0.149008,855446
65536,128,16,0,0,0.157985,861086
65536,128,32,1,1,0.149864,533479
65536,128,32,1,0,0.158724,530210
65536,128,32,0,1,0.149864,856983
65536,128,32,0,0,0.158724,862578
65536,256,1,1,1,0.138274,512103
65536,256,1,1,0,0.162542,542434
65536,256,1,0,1,0.138274,842199
65536,256,1,0,0,0.162542,850210
65536,256,2,1,1,0.132612,497820
65536,256,2,1,0,0.150956,518801
65536,256,2,0,1,0.132612,836708
65536,256,2,0,0,0.150956,842185
65536,256,4,1,1,0.131438,494077
65536,256,4,1,0,0.147452,511056
65536,256,4,0,1,0.131438,836061
65536,256,4,0,0,0.147452,840456
65536,256,8,1,1,0.130935,491986
65536,256,8,1,0,0.145513,506571
65536,256,8,0,1,0.130935,836010
65536,256,8,0,0,0.145513,839891
65536,256,16,1,1,0.130832,491874
65536,256,16,1,0,0.145118,505903
65536,256,16,0,1,0.130832,835978
65536,256,16,0,0,0.145118,839679
65536,256,32,1,1,0.130961,492108
65536,256,32,1,0,0.145122,506054
65536,256,32,0,1,0.130961,836220
65536,256,32,0,0,0.145122,839918
65536,512,1,1,1,0.131039,493498
65536,512,1,1,0,0.160341,535978
65536,512,1,0,1,0.131039,833778
65536,512,1,0,0,0.160341,841602
65536,512,2,1,1,0.122213,473183
65536,512,2,1,0,0.143428,502720
65536,512,2,0,1,0.122213,824647
65536,512,2,0,0,0.143428,829088
65536,512,4,1,1,0.120033,467474
65536,512,4,1,0,0.138618,492559
65536,512,4,0,1,0.120033,822618
65536,512,4,0,0,0.138618,825823
65536,512,8,1,1,0.118589,463914
65536,512,8,1,0,0.13612,487124
65536,512,8,0,1,0.118589,820946
65536,512,8,0,0,0.13612,823812
65536,512,16,1,1,0.118868,464377
65536,512,16,1,0,0.136507,487690
65536,512,16,0,1,0.118868,821377
65536,512,16,0,0,0.136507,824194
65536,512,32,1,1,0.118657,464034
65536,512,32,1,0,0.136275,487304
65536,512,32,0,1,0.118657,821066
65536,512,32,0,0,0.136275,823896
65536,1024,1,1,1,0.132006,492433
65536,1024,1,1,0,0.166402,544848
65536,1024,1,0,1,0.132006,834873
65536,1024,1,0,0,0.166402,843808
65536,1024,2,1,1,0.118253,462792
65536,1024,2,1,0,0.142547,499101
65536,1024,2,0,1,0.118253,819104
65536,1024,2,0,0,0.142547,823821
65536,1024,4,1,1,0.115424,455498
65536,1024,4,1,0,0.136283,486094
65536,1024,4,0,1,0.115424,816458
65536,1024,4,0,0,0.136283,819822
65536,1024,8,1,1,0.114148,452363
65536,1024,8,1,0,0.1337,480879
65536,1024,8,0,1,0.114148,815155
65536,1024,8,0,0,0.1337,818087
65536,1024,16,1,1,0.113851,451816
65536,1024,16,1,0,0.133278,480105
65536,1024,16,0,1,0.113851,814856
65536,1024,16,0,0,0.133278,817593
65536,1024,32,1,1,0.113202,450847
65536,1024,32,1,0,0.132702,479311
65536,1024,32,0,1,0.113202,813727
65536,1024,32,0,0,0.132702,816607
65536,2048,1,1,1,0.112841,456651
65536,2048,1,1,0,0.148329,511788
65536,2048,1,0,1,0.112841,804179
65536,2048,1,0,0,0.148329,813516
65536,2048,2,1,1,0.0929965,415059
65536,2048,2,1,0,0.115442,449718
65536,2048,2,0,1,0.0929965,780579
65536,2048,2,0,0,0.115442,784262
65536,2048,4,1,1,0.0899485,406424
65536,2048,4,1,0,0.107562,433135
65536,2048,4,0,1,0.0899485,778504
65536,2048,4,0,0,0.107562,780327
65536,2048,8,1,1,0.08954,404815
65536,2048,8,1,0,0.105876,429391
65536,2048,8,0,1,0.08954,778567
65536,2048,8,0,0,0.105876,779911
65536,2048,16,1,1,0.0893767,404493
65536,2048,16,1,0,0.10567,429023
65536,2048,16,0,1,0.0893767,778253
65536,2048,16,0,0,0.10567,779511
65536,2048,32,1,1,0.0895358,404768
65536,2048,32,1,0,0.106121,429750
65536,2048,32,0,1,0.0895358,778376
65536,2048,32,0,0,0.106121,779886
65536,4096,1,1,1,0.10328,438211
65536,4096,1,1,0,0.137728,491654
65536,4096,1,0,1,0.10328,789899
65536,4096,1,0,0,0.137728,799046
65536,4096,2,1,1,0.0764753,384462
65536,4096,2,1,0,0.0982843,418829
65536,4096,2,0,1,0.0764753,755174
65536,4096,2,0,0,0.0982843,758285
65536,4096,4,1,1,0.0699494,368244
65536,4096,4,1,0,0.0860879,393394
65536,4096,4,0,1,0.0699494,748060
65536,4096,4,0,0,0.0860879,748906
65536,4096,8,1,1,0.0699666,367808
65536,4096,8,1,0,0.0855806,392112
65536,4096,8,0,1,0.0699666,748368
65536,4096,8,0,0,0.0855806,749064
65536,4096,16,1,1,0.069713,367035
65536,4096,16,1,0,0.0852023,391144
65536,4096,16,0,1,0.069713,748035
65536,4096,16,0,0,0.0852023,748640
131072,1,1,1,1,0.227616,644849
131072,1,1,1,0,0.262275,679643
131072,1,1,0,1,0.227616,968273
131072,1,1,0,0,0.262275,971531
131072,1,2,1,1,0.210738,604471
131072,1,2,1,0,0.243101,641111
131072,1,2,0,1,0.210738,949055
131072,1,2,0,0,0.243101,948719
131072,1,4,1,1,0.206357,591146
131072,1,4,1,0,0.24053,635261
131072,1,4,0,1,0.206357,946338
131072,1,4,0,0,0.24053,945869
131072,1,8,1,1,0.206241,590981
131072,1,8,1,0,0.240642,635283
131072,1,8,0,1,0.206241,946101
131072,1,8,0,0,0.240642,945907
131072,1,16,1,1,0.206478,591566
131072,1,16,1,0,0.24081,635700
131072,1,16,0,1,0.206478,946534
131072,1,16,0,0,0.24081,946244
131072,1,32,1,1,0.206516,591677
131072,1,32,1,0,0.240969,635999
131072,1,32,0,1,0.206516,946637
131072,1,32,0,0,0.240969,946567
131072,2,1,1,1,0.227616,644849
131072,2,1,1,0,0.262275,679643
131072,2,1,0,1,0.227616,968273
131072,2,1,0,0,0.262275,971531
131072,2,2,1,1,0.210738,604471
131072,2,2,1,0,0.243101,641111
131072,2,2,0,1,0.210738,949055
131072,2,2,0,0,0.243101,948719
131072,2,4,1,1,0.206357,591146
131072,2,4,1,0,0.24053,635261
131072,2,4,0,1,0.206357,946338
131072,2,4,0,0,0.24053,945869
131072,2,8,1,1,0.206241,590981
131072,2,8,1,0,0.240642,635283
131072,2,8,0,1,0.206241,946101
131072,2,8,0,0,0.240642,945907
131072,2,16,1,1,0.206478,591566
131072,2,16,1,0,0.24081,635700
131072,2,16,0,1,0.206478,946534
131072,2,16,0,0,0.24081,946244
131072,2,32,1,1,0.206516,591677
131072,2,32,1,0,0.240969,635999
131072,2,32,0,1,0.206516,946637
131072,2,32,0,0,0.240969,946567
131072,4,1,1,1,0.227616,644849
131072,4,1,1,0,0.262275,679643
131072,4,1,0,1,0.227616,968273
131072,4,1,0,0,0.262275,971531
131072,4,2,1,1,0.210738,604471
131072,4,2,1,0,0.243101,641111
131072,4,2,0,1,0.210738,949055
131072,4,2,0,0,0.243101,948719
131072,4,4,1,1,0.206357,591146
131072,4,4,1,0,0.24053,635261
131072,4,4,0,1,0.206357,946338
131072,4,4,0,0,0.24053,945869
131072,4,8,1,1,0.206241,590981
131072,4,8,1,0,0.240642,635283
131072,4,8,0,1,0.206241,946101
131072,4,8,0,0,0.240642,945907
131072,4,16,1,1,0.206478,591566
131072,4,16,1,0,0.24081,635700
131072,4,16,0,1,0.206478,946534
131072,4,16,0,0,0.24081,946244
131072,4,32,1,1,0.206516,591677
131072,4,32,1,0,0.240969,635999
131072,4,32,0,1,0.206516,946637
131072,4,32,0,0,0.240969,946567
131072,8,1,1,1,0.227616,644849
131072,8,1,1,0,0.262275,679643
131072,8,1,0,1,0.227616,968273
131072,8,1,0,0,0.262275,971531
131072,8,2,1,1,0.210738,604471
131072,8,2,1,0,0.243101,641111
131072,8,2,0,1,0.210738,949055
131072,8,2,0,0,0.243101,948719
131072,8,4,1,1,0.206357,591146
131072,8,4,1,0,0.24053,635261
131072,8,4,0,1,0.206357,946338
131072,8,4,0,0,0.24053,945869
131072,8,8,1,1,0.206241,590981
131072,8,8,1,0,0.240642,635283
131072,8,8,0,1,0.206241,946101
131072,8,8,0,0,0.240642,945907
131072,8,16,1,1,0.206478,591566
131072,8,16,1,0,0.24081,635700
131072,8,16,0,1,0.206478,946534
131072,8,16,0,0,0.24081,946244
131072,8,32,1,1,0.206516,591677
131072,8,32,1,0,0.240969,635999
131072,8,32,0,1,0.206516,946637
131072,8,32,0,0,0.240969,946567
131072,16,1,1,1,0.192725,593877
131072,16,1,1,0,0.211357,601663
131072,16,1,0,1,0.192725,913213
131072,16,1,0,0,0.211357,923223
131072,16,2,1,1,0.17896,561279
131072,16,2,1,0,0.193478,565606
131072,16,2,0,1,0.17896,895679
131072,16,2,0,0,0.193478,901862
131072,16,4,1,1,0.176041,553086
131072,16,4,1,0,0.190086,558795
131072,16,4,0,1,0.176041,893350
131072,16,4,0,0,0.190086,899171
131072,16,8,1,1,0.175288,552589
131072,16,8,1,0,0.188056,554403
131072,16,8,0,1,0.175288,892981
131072,16,8,0,0,0.188056,896875
131072,16,16,1,1,0.173573,547476
131072,16,16,1,0,0.186995,552186
