cacheSize,blockSize,associativity,writeBack,writeAllocate,missRate,totalCycles
32768,8,32,0,0,0.906824,1196962
32768,16,1,1,1,0.453627,874362
32768,16,1,1,0,0.604699,852449
32768,16,1,0,1,0.453627,877106
32768,16,1,0,0,0.604699,852457
32768,16,2,1,1,0.453424,874091
32768,16,2,1,0,0.60457,852302
32768,16,2,0,1,0.453424,876907
32768,16,2,0,0,0.60457,852310
32768,16,4,1,1,0.453424,871411
32768,16,4,1,0,0.60457,852302
32768,16,4,0,1,0.453424,876907
32768,16,4,0,0,0.60457,852310
32768,16,8,1,1,0.453424,871411
32768,16,8,1,0,0.60457,852302
32768,16,8,0,1,0.453424,876907
32768,16,8,0,0,0.60457,852310
32768,16,16,1,1,0.453424,871411
32768,16,16,1,0,0.60457,852302
32768,16,16,0,1,0.453424,876907
32768,16,16,0,0,0.60457,852310
32768,16,32,1,1,0.453424,871411
32768,16,32,1,0,0.60457,852302
32768,16,32,0,1,0.453424,876907
32768,16,32,0,0,0.60457,852310
32768,32,1,1,1,0.227219,519203
32768,32,1,1,0,0.45375,680326
32768,32,1,0,1,0.227219,717339
32768,32,1,0,0,0.45375,680334
32768,32,2,1,1,0.226746,518560
32768,32,2,1,0,0.453449,679983
32768,32,2,0,1,0.226746,716896
32768,32,2,0,0,0.453449,679991
32768,32,4,1,1,0.226746,517224
32768,32,4,1,0,0.453449,679983
32768,32,4,0,1,0.226746,716896
32768,32,4,0,0,0.453449,679991
32768,32,8,1,1,0.226746,517224
32768,32,8,1,0,0.453449,679983
32768,32,8,0,1,0.226746,716896
32768,32,8,0,0,0.453449,679991
32768,32,16,1,1,0.226746,517224
32768,32,16,1,0,0.453449,679983
32768,32,16,0,1,0.226746,716896
32768,32,16,0,0,0.453449,679991
32768,32,32,1,1,0.226746,517224
32768,32,32,1,0,0.453449,679983
32768,32,32,0,1,0.226746,716896
32768,32,32,0,0,0.453449,679991
32768,64,1,1,1,0.114417,342170
32768,64,1,1,0,0.378518,594533
32768,64,1,0,1,0.114417,637826
32768,64,1,0,0,0.378518,594565
32768,64,2,1,1,0.113404,340783
32768,64,2,1,0,0.377873,593798
32768,64,2,0,1,0.113404,636895
32768,64,2,0,0,0.377873,593830
32768,64,4,1,1,0.113404,340119
32768,64,4,1,0,0.377873,593798
32768,64,4,0,1,0.113404,636895
32768,64,4,0,0,0.377873,593830
32768,64,8,1,1,0.113404,340119
32768,64,8,1,0,0.377873,593798
32768,64,8,0,1,0.113404,636895
32768,64,8,0,0,0.377873,593830
32768,64,16,1,1,0.113404,340119
32768,64,16,1,0,0.377873,593798
32768,64,16,0,1,0.113404,636895
32768,64,16,0,0,0.377873,593830
32768,64,32,1,1,0.113404,340119
32768,64,32,1,0,0.377873,593798
32768,64,32,0,1,0.113404,636895
32768,64,32,0,0,0.377873,593830
32768,128,1,1,1,0.0588167,254755
32768,128,1,1,0,0.341414,552225
32768,128,1,0,1,0.0588167,598795
32768,128,1,0,0,0.341414,552265
32768,128,2,1,1,0.0567233,251872
32768,128,2,1,0,0.340082,550698
32768,128,2,0,1,0.0567233,596888
32768,128,2,0,0,0.340082,550746
32768,128,4,1,1,0.0567233,251544
32768,128,4,1,0,0.340082,550698
32768,128,4,0,1,0.0567233,596888
32768,128,4,0,0,0.340082,550746
32768,128,8,1,1,0.0567233,251544
32768,128,8,1,0,0.340082,550698
32768,128,8,0,1,0.0567233,596888
32768,128,8,0,0,0.340082,550746
32768,128,16,1,1,0.0567233,251544
32768,128,16,1,0,0.340082,550698
32768,128,16,0,1,0.0567233,596888
32768,128,16,0,0,0.340082,550746
32768,128,32,1,1,0.0567233,251544
32768,128,32,1,0,0.340082,550698
32768,128,32,0,1,0.0567233,596888
32768,128,32,0,0,0.340082,550746
32768,256,1,1,1,0.0326282,213261
32768,256,1,1,0,0.323888,532232
32768,256,1,0,1,0.0326282,580741
32768,256,1,0,0,0.323888,532280
32768,256,2,1,1,0.0283739,207402
32768,256,2,1,0,0.32118,529137
32768,256,2,0,1,0.0283739,576882
32768,256,2,0,0,0.32118,529193
32768,256,4,1,1,0.0283739,207242
32768,256,4,1,0,0.32118,529137
32768,256,4,0,1,0.0283739,576882
32768,256,4,0,0,0.32118,529193
32768,256,8,1,1,0.0283739,207242
32768,256,8,1,0,0.32118,529137
32768,256,8,0,1,0.0283739,576882
32768,256,8,0,0,0.32118,529193
32768,256,16,1,1,0.0283739,207242
32768,256,16,1,0,0.32118,529137
32768,256,16,0,1,0.0283739,576882
32768,256,16,0,0,0.32118,529193
32768,256,32,1,1,0.0283739,207242
32768,256,32,1,0,0.32118,529137
32768,256,32,0,1,0.0283739,576882
32768,256,32,0,0,0.32118,529193
32768,512,1,1,1,0.0227814,196985
32768,512,1,1,0,0.317196,524602
32768,512,1,0,1,0.0227814,574649
32768,512,1,0,0,0.317196,524650
32768,512,2,1,1,0.0142054,185182
32768,512,2,1,0,0.311739,518371
32768,512,2,0,1,0.0142054,566886
32768,512,2,0,0,0.311739,518427
32768,512,4,1,1,0.0142054,185094
32768,512,4,1,0,0.311739,518371
32768,512,4,0,1,0.0142054,566886
32768,512,4,0,0,0.311739,518427
32768,512,8,1,1,0.0142054,185094
32768,512,8,1,0,0.311739,518371
32768,512,8,0,1,0.0142054,566886
32768,512,8,0,0,0.311739,518427
32768,512,16,1,1,0.0142054,185094
32768,512,16,1,0,0.311739,518371
32768,512,16,0,1,0.0142054,566886
32768,512,16,0,0,0.311739,518427
32768,512,32,1,1,0.0142054,185094
32768,512,32,1,0,0.311739,518371
32768,512,32,0,1,0.0142054,566886
32768,512,32,0,0,0.311739,518427
32768,1024,1,1,1,0.0243407,197779
32768,1024,1,1,0,0.31797,525484
32768,1024,1,0,1,0.0243407,577451
32768,1024,1,0,0,0.31797,525532
32768,1024,2,1,1,0.00712111,174072
32768,1024,2,1,0,0.307012,512981
32768,1024,2,0,1,0.00712111,561880
32768,1024,2,0,0,0.307012,513037
32768,1024,4,1,1,0.00712111,174024
32768,1024,4,1,0,0.307012,512981
32768,1024,4,0,1,0.00712111,561880
32768,1024,4,0,0,0.307012,513037
32768,1024,8,1,1,0.00712111,174024
32768,1024,8,1,0,0.307012,512981
32768,1024,8,0,1,0.00712111,561880
32768,1024,8,0,0,0.307012,513037
32768,1024,16,1,1,0.00712111,174024
32768,1024,16,1,0,0.307012,512981
32768,1024,16,0,1,0.00712111,561880
32768,1024,16,0,0,0.307012,513037
32768,1024,32,1,1,0.00712111,174024
32768,1024,32,1,0,0.307012,512981
32768,1024,32,0,1,0.00712111,561880
32768,1024,32,0,0,0.307012,513037
32768,2048,1,1,1,0.0380857,216028
32768,2048,1,1,0,0.326607,535325
32768,2048,1,0,1,0.0380857,590564
32768,2048,1,0,0,0.326607,535381
32768,2048,2,1,1,0.00357897,168513
32768,2048,2,1,0,0.304648,510278
32768,2048,2,0,1,0.00357897,559377
32768,2048,2,0,0,0.304648,510342
32768,2048,4,1,1,0.00357897,168489
32768,2048,4,1,0,0.304648,510278
32768,2048,4,0,1,0.00357897,559377
32768,2048,4,0,0,0.304648,510342
32768,2048,8,1,1,0.00357897,168489
32768,2048,8,1,0,0.304648,510278
32768,2048,8,0,1,0.00357897,559377
32768,2048,8,0,0,0.304648,510342
32768,2048,16,1,1,0.00357897,168489
32768,2048,16,1,0,0.304648,510278
32768,2048,16,0,1,0.00357897,559377
32768,2048,16,0,0,0.304648,510342
32768,4096,1,1,1,0.070898,260875
32768,4096,1,1,0,0.347436,559076
32768,4096,1,0,1,0.070898,620555
32768,4096,1,0,0,0.347436,559132
32768,4096,2,1,1,0.0459803,226350
32768,4096,2,1,0,0.324017,532371
32768,4096,2,0,1,0.0459803,598254
32768,4096,2,0,0,0.324017,532427
32768,4096,4,1,1,0.00181097,165721
32768,4096,4,1,0,0.30347,508934
32768,4096,4,0,1,0.00181097,558129
32768,4096,4,0,0,0.30347,508998
32768,4096,8,1,1,0.00181097,165721
32768,4096,8,1,0,0.30347,508934
32768,4096,8,0,1,0.00181097,558129
32768,4096,8,0,0,0.30347,508998
65536,1,1,1,1,0.90683,1552457
65536,1,1,1,0,0.906849,1196990
65536,1,1,0,1,0.90683,1196977
65536,1,1,0,0,0.906849,1196990
65536,1,2,1,1,0.906793,1571607
65536,1,2,1,0,0.906824,1196962
65536,1,2,0,1,0.906793,1196935
65536,1,2,0,0,0.906824,1196962
65536,1,4,1,1,0.906793,1571615
65536,1,4,1,0,0.906824,1196962
65536,1,4,0,1,0.906793,1196935
65536,1,4,0,0,0.906824,1196962
65536,1,8,1,1,0.906793,1568791
65536,1,8,1,0,0.906824,1196962
65536,1,8,0,1,0.906793,1196935
65536,1,8,0,0,0.906824,1196962
65536,1,16,1,1,0.906793,1568791
65536,1,16,1,0,0.906824,1196962
65536,1,16,0,1,0.906793,1196935
65536,1,16,0,0,0.906824,1196962
65536,1,32,1,1,0.906793,1568791
65536,1,32,1,0,0.906824,1196962
65536,1,32,0,1,0.906793,1196935
65536,1,32,0,0,0.906824,1196962
65536,2,1,1,1,0.90683,1552457
65536,2,1,1,0,0.906849,1196990
65536,2,1,0,1,0.90683,1196977
65536,2,1,0,0,0.906849,1196990
65536,2,2,1,1,0.906793,1571607
65536,2,2,1,0,0.906824,1196962
65536,2,2,0,1,0.906793,1196935
65536,2,2,0,0,0.906824,1196962
65536,2,4,1,1,0.906793,1571615
65536,2,4,1,0,0.906824,1196962
65536,2,4,0,1,0.906793,1196935
65536,2,4,0,0,0.906824,1196962
65536,2,8,1,1,0.906793,1568791
65536,2,8,1,0,0.906824,1196962
65536,2,8,0,1,0.906793,1196935
65536,2,8,0,0,0.906824,1196962
65536,2,16,1,1,0.906793,1568791
65536,2,16,1,0,0.906824,1196962
65536,2,16,0,1,0.906793,1196935
65536,2,16,0,0,0.906824,1196962
65536,2,32,1,1,0.906793,1568791
65536,2,32,1,0,0.906824,1196962
65536,2,32,0,1,0.906793,1196935
65536,2,32,0,0,0.906824,1196962
65536,4,1,1,1,0.90683,1552457
65536,4,1,1,0,0.906849,1196990
65536,4,1,0,1,0.90683,1196977
65536,4,1,0,0,0.906849,1196990
65536,4,2,1,1,0.906793,1571607
65536,4,2,1,0,0.906824,1196962
65536,4,2,0,1,0.906793,1196935
65536,4,2,0,0,0.906824,1196962
65536,4,4,1,1,0.906793,1571615
65536,4,4,1,0,0.906824,1196962
65536,4,4,0,1,0.906793,1196935
65536,4,4,0,0,0.906824,1196962
65536,4,8,1,1,0.906793,1568791
65536,4,8,1,0,0.906824,1196962
65536,4,8,0,1,0.906793,1196935
65536,4,8,0,0,0.906824,1196962
65536,4,16,1,1,0.906793,1568791
65536,4,16,1,0,0.906824,1196962
65536,4,16,0,1,0.906793,1196935
65536,4,16,0,0,0.906824,1196962
65536,4,32,1,1,0.906793,1568791
65536,4,32,1,0,0.906824,1196962
65536,4,32,0,1,0.906793,1196935
65536,4,32,0,0,0.906824,1196962
65536,8,1,1,1,0.90683,1552465
65536,8,1,1,0,0.906849,1196990
65536,8,1,0,1,0.90683,1196977
65536,8,1,0,0,0.906849,1196990
65536,8,2,1,1,0.906793,1571615
65536,8,2,1,0,0.906824,1196962
65536,8,2,0,1,0.906793,1196935
65536,8,2,0,0,0.906824,1196962
65536,8,4,1,1,0.906793,1571623
65536,8,4,1,0,0.906824,1196962
65536,8,4,0,1,0.906793,1196935
65536,8,4,0,0,0.906824,1196962
65536,8,8,1,1,0.906793,1568799
65536,8,8,1,0,0.906824,1196962
65536,8,8,0,1,0.906793,1196935
65536,8,8,0,0,0.906824,1196962
65536,8,16,1,1,0.906793,1568799
65536,8,16,1,0,0.906824,1196962
65536,8,16,0,1,0.906793,1196935
65536,8,16,0,0,0.906824,1196962
65536,8,32,1,1,0.906793,1568799
65536,8,32,1,0,0.906824,1196962
65536,8,32,0,1,0.906793,1196935
65536,8,32,0,0,0.906824,1196962
65536,16,1,1,1,0.453535,857857
65536,16,1,1,0,0.604643,852386
65536,16,1,0,1,0.453535,877017
65536,16,1,0,0,0.604643,852394
65536,16,2,1,1,0.453424,867307
65536,16,2,1,0,0.60457,852302
65536,16,2,0,1,0.453424,876907
65536,16,2,0,0,0.60457,852310
65536,16,4,1,1,0.453424,867315
65536,16,4,1,0,0.60457,852302
65536,16,4,0,1,0.453424,876907
65536,16,4,0,0,0.60457,852310
65536,16,8,1,1,0.453424,865899
65536,16,8,1,0,0.60457,852302
65536,16,8,0,1,0.453424,876907
65536,16,8,0,0,0.60457,852310
65536,16,16,1,1,0.453424,865899
65536,16,16,1,0,0.60457,852302
65536,16,16,0,1,0.453424,876907
65536,16,16,0,0,0.60457,852310
65536,16,32,1,1,0.453424,865899
65536,16,32,1,0,0.60457,852302
65536,16,32,0,1,0.453424,876907
65536,16,32,0,0,0.60457,852310
65536,32,1,1,1,0.227004,510718
65536,32,1,1,0,0.453621,680179
65536,32,1,0,1,0.227004,717142
65536,32,1,0,0,0.453621,680187
65536,32,2,1,1,0.226746,515168
65536,32,2,1,0,0.453449,679983
65536,32,2,0,1,0.226746,716896
65536,32,2,0,0,0.453449,679991
65536,32,4,1,1,0.226746,515176
65536,32,4,1,0,0.453449,679983
65536,32,4,0,1,0.226746,716896
65536,32,4,0,0,0.453449,679991
65536,32,8,1,1,0.226746,514464
65536,32,8,1,0,0.453449,679983
65536,32,8,0,1,0.226746,716896
65536,32,8,0,0,0.453449,679991
65536,32,16,1,1,0.226746,514464
65536,32,16,1,0,0.453449,679983
65536,32,16,0,1,0.226746,716896
65536,32,16,0,0,0.453449,679991
65536,32,32,1,1,0.226746,514464
65536,32,32,1,0,0.453449,679983
65536,32,32,0,1,0.226746,716896
65536,32,32,0,0,0.453449,679991
65536,64,1,1,1,0.113956,337437
65536,64,1,1,0,0.378241,594218
65536,64,1,0,1,0.113956,637413
65536,64,1,0,0,0.378241,594250
65536,64,2,1,1,0.113404,339087
65536,64,2,1,0,0.377873,593798
65536,64,2,0,1,0.113404,636895
65536,64,2,0,0,0.377873,593830
65536,64,4,1,1,0.113404,339095
65536,64,4,1,0,0.377873,593798
65536,64,4,0,1,0.113404,636895
65536,64,4,0,0,0.377873,593830
65536,64,8,1,1,0.113404,338735
65536,64,8,1,0,0.377873,593798
65536,64,8,0,1,0.113404,636895
65536,64,8,0,0,0.377873,593830
65536,64,16,1,1,0.113404,338735
65536,64,16,1,0,0.377873,593798
65536,64,16,0,1,0.113404,636895
65536,64,16,0,0,0.377873,593830
65536,64,32,1,1,0.113404,338735
65536,64,32,1,0,0.377873,593798
65536,64,32,0,1,0.113404,636895
65536,64,32,0,0,0.377873,593830
65536,128,1,1,1,0.0578651,251382
65536,128,1,1,0,0.340843,551574
65536,128,1,0,1,0.0578651,597950
65536,128,1,0,0,0.340843,551614
65536,128,2,1,1,0.0567233,251024
65536,128,2,1,0,0.340082,550698
65536,128,2,0,1,0.0567233,596888
65536,128,2,0,0,0.340082,550746
65536,128,4,1,1,0.0567233,251032
65536,128,4,1,0,0.340082,550698
65536,128,4,0,1,0.0567233,596888
65536,128,4,0,0,0.340082,550746
65536,128,8,1,1,0.0567233,250848
65536,128,8,1,0,0.340082,550698
65536,128,8,0,1,0.0567233,596888
65536,128,8,0,0,0.340082,550746
65536,128,16,1,1,0.0567233,250848
65536,128,16,1,0,0.340082,550698
65536,128,16,0,1,0.0567233,596888
65536,128,16,0,0,0.340082,550746
65536,128,32,1,1,0.0567233,250848
65536,128,32,1,0,0.340082,550698
65536,128,32,0,1,0.0567233,596888
65536,128,32,0,0,0.340082,550746
65536,256,1,1,1,0.0306944,209536
65536,256,1,1,0,0.322727,530909
65536,256,1,0,1,0.0306944,579032
65536,256,1,0,0,0.322727,530957
65536,256,2,1,1,0.0283739,206978
65536,256,2,1,0,0.32118,529137
65536,256,2,0,1,0.0283739,576882
65536,256,2,0,0,0.32118,529193
65536,256,4,1,1,0.0283739,206986
65536,256,4,1,0,0.32118,529137
65536,256,4,0,1,0.0283739,576882
65536,256,4,0,0,0.32118,529193
65536,256,8,1,1,0.0283739,206890
65536,256,8,1,0,0.32118,529137
65536,256,8,0,1,0.0283739,576882
65536,256,8,0,0,0.32118,529193
65536,256,16,1,1,0.0283739,206890
65536,256,16,1,0,0.32118,529137
65536,256,16,0,1,0.0283739,576882
65536,256,16,0,0,0.32118,529193
65536,256,32,1,1,0.0283739,206890
65536,256,32,1,0,0.32118,529137
65536,256,32,0,1,0.0283739,576882
65536,256,32,0,0,0.32118,529193
65536,512,1,1,1,0.0188832,191020
65536,512,1,1,0,0.314857,521935
65536,512,1,0,1,0.0188832,571212
65536,512,1,0,0,0.314857,521983
65536,512,2,1,1,0.0142054,184966
65536,512,2,1,0,0.311739,518371
65536,512,2,0,1,0.0142054,566886
65536,512,2,0,0,0.311739,518427
65536,512,4,1,1,0.0142054,184966
65536,512,4,1,0,0.311739,518371
65536,512,4,0,1,0.0142054,566886
65536,512,4,0,0,0.311739,518427
65536,512,8,1,1,0.0142054,184926
65536,512,8,1,0,0.311739,518371
65536,512,8,0,1,0.0142054,566886
65536,512,8,0,0,0.311739,518427
65536,512,16,1,1,0.0142054,184918
65536,512,16,1,0,0.311739,518371
65536,512,16,0,1,0.0142054,566886
65536,512,16,0,0,0.311739,518427
65536,512,32,1,1,0.0142054,184926
65536,512,32,1,0,0.311739,518371
65536,512,32,0,1,0.0142054,566886
65536,512,32,0,0,0.311739,518427
65536,1024,1,1,1,0.0165136,186566
65536,1024,1,1,0,0.313273,520129
65536,1024,1,0,1,0.0165136,570558
65536,1024,1,0,0,0.313273,520177
65536,1024,2,1,1,0.00712111,173960
65536,1024,2,1,0,0.307012,512981
65536,1024,2,0,1,0.00712111,561880
65536,1024,2,0,0,0.307012,513037
65536,1024,4,1,1,0.00712111,173960
65536,1024,4,1,0,0.307012,512981
65536,1024,4,0,1,0.00712111,561880
65536,1024,4,0,0,0.307012,513037
65536,1024,8,1,1,0.00712111,173944
65536,1024,8,1,0,0.307012,512981
65536,1024,8,0,1,0.00712111,561880
65536,1024,8,0,0,0.307012,513037
65536,1024,16,1,1,0.00712111,173936
65536,1024,16,1,0,0.307012,512981
65536,1024,16,0,1,0.00712111,561880
65536,1024,16,0,0,0.307012,513037
65536,1024,32,1,1,0.00712111,173944
65536,1024,32,1,0,0.307012,512981
65536,1024,32,0,1,0.00712111,561880
65536,1024,32,0,0,0.307012,513037
65536,2048,1,1,1,0.0224008,193935
65536,2048,1,1,0,0.317196,524594
65536,2048,1,0,1,0.0224008,576759
65536,2048,1,0,0,0.317196,524650
65536,2048,2,1,1,0.00357897,168457
65536,2048,2,1,0,0.304648,510278
65536,2048,2,0,1,0.00357897,559377
65536,2048,2,0,0,0.304648,510342
65536,2048,4,1,1,0.00357897,168457
65536,2048,4,1,0,0.304648,510278
65536,2048,4,0,1,0.00357897,559377
65536,2048,4,0,0,0.304648,510342
65536,2048,8,1,1,0.00357897,168449
65536,2048,8,1,0,0.304648,510278
65536,2048,8,0,1,0.00357897,559377
65536,2048,8,0,0,0.304648,510342
65536,2048,16,1,1,0.00357897,168441
65536,2048,16,1,0,0.304648,510278
65536,2048,16,0,1,0.00357897,559377
65536,2048,16,0,0,0.304648,510342
65536,2048,32,1,1,0.00357897,168449
65536,2048,32,1,0,0.304648,510278
65536,2048,32,0,1,0.00357897,559377
65536,2048,32,0,0,0.304648,510342
65536,4096,1,1,1,0.0394915,216823
65536,4096,1,1,0,0.32859,537586
65536,4096,1,0,1,0.0394915,592919
65536,4096,1,0,0,0.32859,537642
65536,4096,2,1,1,0.00181097,165705
65536,4096,2,1,0,0.30347,508934
65536,4096,2,0,1,0.00181097,558129
65536,4096,2,0,0,0.30347,508998
65536,4096,4,1,1,0.00181097,165705
65536,4096,4,1,0,0.30347,508934
65536,4096,4,0,1,0.00181097,558129
65536,4096,4,0,0,0.30347,508998
65536,4096,8,1,1,0.00181097,165705
65536,4096,8,1,0,0.30347,508934
65536,4096,8,0,1,0.00181097,558129
65536,4096,8,0,0,0.30347,508998
65536,4096,16,1,1,0.00181097,165705
65536,4096,16,1,0,0.30347,508934
65536,4096,16,0,1,0.00181097,558129
65536,4096,16,0,0,0.30347,508998
131072,1,1,1,1,0.906812,1486900
131072,1,1,1,0,0.906836,1196976
131072,1,1,0,1,0.906812,1196956
131072,1,1,0,0,0.906836,1196976
131072,1,2,1,1,0.906793,1538839
131072,1,2,1,0,0.906824,1196962
131072,1,2,0,1,0.906793,1196935
131072,1,2,0,0,0.906824,1196962
131072,1,4,1,1,0.906793,1552415
131072,1,4,1,0,0.906824,1196962
131072,1,4,0,1,0.906793,1196935
131072,1,4,0,0,0.906824,1196962
131072,1,8,1,1,0.906793,1552407
131072,1,8,1,0,0.906824,1196962
131072,1,8,0,1,0.906793,1196935
131072,1,8,0,0,0.906824,1196962
131072,1,16,1,1,0.906793,1547039
131072,1,16,1,0,0.906824,1196962
131072,1,16,0,1,0.906793,1196935
131072,1,16,0,0,0.906824,1196962
131072,1,32,1,1,0.906793,1547039
131072,1,32,1,0,0.906824,1196962
131072,1,32,0,1,0.906793,1196935
131072,1,32,0,0,0.906824,1196962
131072,2,1,1,1,0.906812,1486900
131072,2,1,1,0,0.906836,1196976
131072,2,1,0,1,0.906812,1196956
131072,2,1,0,0,0.906836,1196976
131072,2,2,1,1,0.906793,1538839
131072,2,2,1,0,0.906824,1196962
131072,2,2,0,1,0.906793,1196935
131072,2,2,0,0,0.906824,1196962
131072,2,4,1,1,0.906793,1552415
131072,2,4,1,0,0.906824,1196962
131072,2,4,0,1,0.906793,1196935
131072,2,4,0,0,0.906824,1196962
131072,2,8,1,1,0.906793,1552407
131072,2,8,1,0,0.906824,1196962
131072,2,8,0,1,0.906793,1196935
131072,2,8,0,0,0.906824,1196962
131072,2,16,1,1,0.906793,1547039
131072,2,16,1,0,0.906824,1196962
131072,2,16,0,1,0.906793,1196935
131072,2,16,0,0,0.906824,1196962
131072,2,32,1,1,0.906793,1547039
131072,2,32,1,0,0.906824,1196962
131072,2,32,0,1,0.906793,1196935
131072,2,32,0,0,0.906824,1196962
131072,4,1,1,1,0.906812,1486900
131072,4,1,1,0,0.906836,1196976
131072,4,1,0,1,0.906812,1196956
131072,4,1,0,0,0.906836,1196976
131072,4,2,1,1,0.906793,1538839
131072,4,2,1,0,0.906824,1196962
131072,4,2,0,1,0.906793,1196935
131072,4,2,0,0,0.906824,1196962
131072,4,4,1,1,0.906793,1552415
131072,4,4,1,0,0.906824,1196962
131072,4,4,0,1,0.906793,1196935
131072,4,4,0,0,0.906824,1196962
131072,4,8,1,1,0.906793,1552407
131072,4,8,1,0,0.906824,1196962
131072,4,8,0,1,0.906793,1196935
131072,4,8,0,0,0.906824,1196962
131072,4,16,1,1,0.906793,1547039
131072,4,16,1,0,0.906824,1196962
131072,4,16,0,1,0.906793,1196935
131072,4,16,0,0,0.906824,1196962
131072,4,32,1,1,0.906793,1547039
131072,4,32,1,0,0.906824,1196962
131072,4,32,0,1,0.906793,1196935
131072,4,32,0,0,0.906824,1196962
131072,8,1,1,1,0.906812,1486908
131072,8,1,1,0,0.906836,1196976
131072,8,1,0,1,0.906812,1196956
131072,8,1,0,0,0.906836,1196976
131072,8,2,1,1,0.906793,1538847
131072,8,2,1,0,0.906824,1196962
131072,8,2,0,1,0.906793,1196935
131072,8,2,0,0,0.906824,1196962
131072,8,4,1,1,0.906793,1552423
131072,8,4,1,0,0.906824,1196962
131072,8,4,0,1,0.906793,1196935
131072,8,4,0,0,0.906824,1196962
131072,8,8,1,1,0.906793,1552415
131072,8,8,1,0,0.906824,1196962
131072,8,8,0,1,0.906793,1196935
131072,8,8,0,0,0.906824,1196962
131072,8,16,1,1,0.906793,1547047
131072,8,16,1,0,0.906824,1196962
131072,8,16,0,1,0.906793,1196935
131072,8,16,0,0,0.906824,1196962
131072,8,32,1,1,0.906793,1547047
131072,8,32,1,0,0.906824,1196962
131072,8,32,0,1,0.906793,1196935
131072,8,32,0,0,0.906824,1196962
